time,accelerometer(X),accelerometer(Y),accelerometer(Z)
0.0,-0.19078075578773912,0.8880640912452145,9.713650639503507
0.02004008016032064,0.24134200538881162,0.6723759822306384,9.98440677497387
0.04008016032064128,0.5837298595504266,0.6381139123361739,10.11041368259455
0.06012024048096192,1.0549169409448902,0.4797731330644126,10.16761638013503
0.08016032064128256,1.0843619637537227,0.22251864071309962,9.881905290481896
0.1002004008016032,0.9644849575552078,-0.0912203994682948,9.898637176220841
0.12024048096192384,1.1164481141107265,-0.1525186641742066,9.375777822285754
0.1402805611222445,0.7861463696492667,-0.4050088379884187,9.444551530690491
0.16032064128256512,0.8369061947552985,-0.5268235205121634,9.423656356617801
0.18036072144288576,0.4032483324838972,-0.7558668451615445,9.6168016207746
0.2004008016032064,0.12190454391310905,-0.6424155143432371,9.72406500640091
0.22044088176352705,-0.06714168292782802,-0.8448791859684933,9.77728475866415
0.24048096192384769,-0.6413264053716576,-0.5100765009691872,9.973628930440618
0.2605210420841683,-0.9187525551580575,-0.7183782295364088,10.149866365937832
0.280561122244489,-1.0332266462116961,-0.313203658105908,10.063040881858473
0.3006012024048096,-0.9785023232619099,-0.08987759957379299,9.857985704035478
0.32064128256513025,-1.2436554713378332,0.014738101205125725,9.671701672332727
0.3406813627254509,-1.2853740678646066,0.3599017996243091,9.62170953919808
0.3607214428857715,-0.8668860919493111,0.6398111512453787,9.420466553466946
0.3807615230460922,-0.5117305274811114,0.43818430807106823,9.499699043469606
0.4008016032064128,-0.1406340879153772,0.7983436963981054,9.865051904202518
0.42084168336673344,0.02289166850463538,0.5191474049122152,9.69907415102815
0.4408817635270541,0.3516608861209892,0.6226661892768552,9.834958955643739
0.4609218436873747,0.7961894512572968,0.767723201848417,10.199204628872968
0.48096192384769537,0.7201199734381908,0.377388445232218,10.04000578944166
0.501002004008016,1.0123265990389867,0.10946319063142537,9.953990115227402
0.5210420841683366,1.1190369389361425,-0.02221764298680788,9.719806769547711
0.5410821643286573,1.0940394374724658,-0.024688617311064365,9.584787039141087
0.561122244488978,0.8521780508306745,-0.6227238182995569,9.65051214835397
0.5811623246492986,0.6787904123686337,-0.7129258631199932,9.560364514895099
0.6012024048096192,0.1374943146555424,-0.571206338316144,9.669191990595477
0.6212424849699398,-0.0035299965777654957,-0.5829940225165451,9.62106037237513
0.6412825651302605,-0.2220322911314736,-0.7572487789822943,9.840502805399693
0.6613226452905812,-0.6710575513030878,-0.7812600278756368,9.809508737927596
0.6813627254509018,-0.8204591129005439,-0.2986432365188685,10.046317265264042
0.7014028056112224,-0.9603066243795721,-0.15359534782026524,10.140815410114099
0.721442885771543,-1.1268022175728885,-0.02158601059327181,9.927872761080451
0.7414829659318637,-1.0640364323014586,0.060947598680447954,9.658069331432287
