time,accelerometer(X),accelerometer(Y),accelerometer(Z)
0.0,0.07783610761666378,0.6324821725025618,9.857061299721954
0.02004008016032064,0.21836631258303907,0.6588615435120008,10.054653643311386
0.04008016032064128,0.4442973691847707,0.5160464332475917,10.035319030637188
0.06012024048096192,0.7382971129926429,0.44107809345739185,10.03752714864912
0.08016032064128256,0.8778144342659074,0.12311941716979491,9.931157668271966
0.1002004008016032,0.9374797490682868,0.15059103762292095,9.826349258158926
0.12024048096192384,1.065474818411983,-0.06369286836187504,10.040439984072133
0.1402805611222445,1.028470204405746,-0.3337317548476882,9.722934680758462
0.16032064128256512,0.8077497583883364,-0.3550917109248736,9.376589372386183
0.18036072144288576,0.7517167260015964,-0.46415125419716424,9.378934474243955
0.2004008016032064,0.24879879244271424,-0.8130171906481807,9.645258247651599
0.22044088176352705,0.07493040079026578,-0.7731533984648994,9.798400772671224
0.24048096192384769,-0.25324709358941416,-0.7652795148399196,9.96201662357699
0.2605210420841683,-0.6302358831635764,-0.7213538875330069,10.013036417216336
0.280561122244489,-0.6800456596349941,-0.43557955020273986,10.086027295766423
0.3006012024048096,-0.8609264179076751,-0.38953676790912733,10.102075628393514
0.32064128256513025,-0.8096656623191716,-0.22000946657186726,9.968027540571775
0.3406813627254509,-0.9369138769478284,-0.20258975470280208,9.579958683306318
0.3607214428857715,-1.065151116038549,0.25286076147214115,9.620794178430403
0.3807615230460922,-0.6666547218215872,0.2424805176422538,9.447257935100813
0.4008016032064128,-0.5543244921816398,0.5215494873670713,9.518604060947126
0.42084168336673344,-0.39100611004949454,0.6531339645489042,9.857721954806388
0.4408817635270541,-0.21040076677356256,0.8236173381776966,9.726100100328958
0.4609218436873747,-0.007917128309562621,0.5664006350600814,9.821258082245425
0.48096192384769537,0.3198734558770669,0.35189666589898655,10.092310358198821
0.501002004008016,0.7078088349379372,0.5789438425972316,10.136044013245279
0.5210420841683366,0.983565285832481,0.6045798560821738,10.131334270361668
0.5410821643286573,1.0849788764787451,0.3800240112495451,10.065000455641387
0.561122244488978,0.9463574637104114,0.08916675695438295,10.063834079593597
0.5811623246492986,0.8719839006382273,-0.17409149840543775,9.581549233740997
